date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:49:58	157246/157246	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Nov%202021%2005:07:51%20GMT	https://scontent-ssn1-1.cdninstagram.com/v/t51.29350-15/255639634_300333815271499_1076904918164012613_n.jpg?_nc_cat=103&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=CyCTNvOrGGIAX9N6y7w&_nc_ht=scontent-ssn1-1.cdninstagram.com&edm=ANo9K5cEAAAA&oh=00_AT_6ZVAuOuIrli29ISCU3LMLisTbCMKZA5PPnRGVtjkH3A&oe=61B74349	C:/My%20Web%20Sites/ITnoodle/scontent-ssn1-1.cdninstagram.com/v/t51.29350-15/255639634_300333815271499_1076904918164012613_n47cd.jpg	(from https://oramyun.com/)
12:49:59	4959/4959	---M--	200	added ('OK')	application/javascript	date:Mon,%2006%20Dec%202021%2001:38:00%20GMT	https://oramyun.com/portal/js/main_renew.js	C:/My%20Web%20Sites/ITnoodle/oramyun.com/portal/js/main_renew.js	(from https://oramyun.com/)
12:49:59	12869/12869	---M--	200	added ('OK')	application/javascript	date:Wed,%2024%20Nov%202021%2009:06:46%20GMT	https://oramyun.com/share/cmm/js/jquery/jqueryFromCheck.js	C:/My%20Web%20Sites/ITnoodle/oramyun.com/share/cmm/js/jquery/jqueryFromCheck.js	(from https://oramyun.com/)
12:50:00	84597/84597	---MC-	200	added ('OK')	text/html	date:Fri,%2010%20Dec%202021%2003:49:11%20GMT	https://oramyun.com/view.do?no=51	C:/My%20Web%20Sites/ITnoodle/oramyun.com/viewcfc4.html	(from https://oramyun.com/)
12:50:03	2483/2483	---M--	200	added ('OK')	application/javascript	date:Mon,%2006%20Dec%202021%2001:38:00%20GMT	https://oramyun.com/portal/js/layout.js	C:/My%20Web%20Sites/ITnoodle/oramyun.com/portal/js/layout.js	(from https://oramyun.com/)
12:50:03	50963/50963	---MC-	200	added ('OK')	text/html	date:Fri,%2010%20Dec%202021%2003:49:11%20GMT	https://oramyun.com/view.do?no=53	C:/My%20Web%20Sites/ITnoodle/oramyun.com/viewc040.html	(from https://oramyun.com/)
12:50:03	20102/20102	---M-Z	200	added ('OK')	application/javascript	etag:%2260f67bc8-4e86%22	http://wcs.naver.net/wcslog.js	C:/My%20Web%20Sites/ITnoodle/wcs.naver.net/wcslog.js	(from https://oramyun.com/)
12:50:03	14239/14239	---MCZ	200	added ('OK')	application/javascript	etag:%22379f-cNv9OKDx/DsafZ+tq1h4ZITDTxc%22	https://unpkg.com/aos@2.3.1/dist/aos.js	C:/My%20Web%20Sites/ITnoodle/unpkg.com/aos@2.3.1/dist/aos.js	(from https://oramyun.com/)
12:50:03	10213/10213	---M--	200	added ('OK')	application/javascript	date:Mon,%2006%20Dec%202021%2001:38:01%20GMT	https://oramyun.com/portal/js/sub.js	C:/My%20Web%20Sites/ITnoodle/oramyun.com/portal/js/sub.js	(from https://oramyun.com/)
12:50:04	5826/5826	---M--	200	added ('OK')	text/css	date:Wed,%2024%20Nov%202021%2009:06:25%20GMT	https://oramyun.com/portal/cmmCss/common.css	C:/My%20Web%20Sites/ITnoodle/oramyun.com/portal/cmmCss/common.css	(from https://oramyun.com/portal/cmmCss/cmm-import.css?ver=2.0)
12:50:04	5817/5817	---M--	200	added ('OK')	text/css	date:Wed,%2024%20Nov%202021%2009:06:25%20GMT	https://oramyun.com/portal/cmmCss/default.css	C:/My%20Web%20Sites/ITnoodle/oramyun.com/portal/cmmCss/default.css	(from https://oramyun.com/portal/cmmCss/cmm-import.css?ver=2.0)
12:50:04	15687/15687	---M--	200	added ('OK')	text/css	date:Wed,%2024%20Nov%202021%2009:06:25%20GMT	https://oramyun.com/portal/cmmCss/font-face.css	C:/My%20Web%20Sites/ITnoodle/oramyun.com/portal/cmmCss/font-face.css	(from https://oramyun.com/portal/cmmCss/cmm-import.css?ver=2.0)
12:50:05	53583/53583	---M--	200	added ('OK')	text/css	date:Wed,%2024%20Nov%202021%2009:06:25%20GMT	https://oramyun.com/portal/cmmCss/jquery.mCustomScrollbar.css	C:/My%20Web%20Sites/ITnoodle/oramyun.com/portal/cmmCss/jquery.mCustomScrollbar.css	(from https://oramyun.com/portal/cmmCss/cmm-import.css?ver=2.0)
12:50:05	31357/31357	---M--	200	added ('OK')	text/css	date:Mon,%2006%20Dec%202021%2001:38:42%20GMT	https://oramyun.com/portal/css/layout.css	C:/My%20Web%20Sites/ITnoodle/oramyun.com/portal/css/layout.css	(from https://oramyun.com/portal/css/import.css?ver=2.0)
12:50:05	159234/159234	---M--	200	added ('OK')	text/css	date:Mon,%2006%20Dec%202021%2001:38:41%20GMT	https://oramyun.com/portal/css/content.css	C:/My%20Web%20Sites/ITnoodle/oramyun.com/portal/css/content.css	(from https://oramyun.com/portal/css/import.css?ver=2.0)
12:50:06	4299/4299	---M--	200	added ('OK')	text/css	date:Mon,%2006%20Dec%202021%2001:38:41%20GMT	https://oramyun.com/portal/css/content2.css	C:/My%20Web%20Sites/ITnoodle/oramyun.com/portal/css/content2.css	(from https://oramyun.com/portal/css/import.css?ver=2.0)
